"Id","ID pojazdu","ID pasażera","Rola","Data urodzenia","Płeć","Uprawnienia do prowadzenia pojazdu","Liczba lat kierowania","Przyczyna wypadku","Kara","Pod wpływem","Obrażenia","Nieprawidłowe użycie","...7","...10"
107278198,"2","1","Kierujący","1952-05-04","Mężczyzna","Posiada","40","Nieprawidłowe: cofanie","Mandat karny","Trzeźwy",NA,NA,NA,NA
107278936,"1","1","Kierujący","1966-08-06","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107278936,"2","1","Kierujący","1966-08-06","Kobieta","Posiada","32","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
107282207,"1","1","Kierujący","1958-03-28","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107282207,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie","Nie badano",NA,NA,NA,NA
107282243,"1","1","Kierujący","1936-12-02","Mężczyzna","Posiada","48","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107282243,"2","1","Kierujący","1955-02-18","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107282705,"1","1","Kierujący","1957-03-11","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107282705,"2","1","Kierujący","1965-01-21","Mężczyzna","Posiada","36",NA,NA,"Trzeźwy",NA,NA,NA,NA
107282990,"1","1","Kierujący","1997-05-01","Kobieta","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107282990,"2","1","Kierujący","1998-04-30","Kobieta","Posiada","2",NA,NA,"Trzeźwy",NA,NA,NA,NA
107284305,"1","1","Kierujący","2005-09-29","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107284305,"2","1","Kierujący","1998-02-16","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Alkoholu",NA,NA,NA,NA
107285178,"1","1","Kierujący","1986-07-16","Mężczyzna","Posiada","15","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107285178,"2","1","Kierujący","1960-03-20","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107285280,"1","1","Kierujący","2004-10-30","Mężczyzna","Nie posiada",NA,"Inne przyczyny","Pouczenie","Trzeźwy",NA,NA,NA,NA
107285280,"2","1","Kierujący","1942-08-23","Mężczyzna","Posiada","38",NA,NA,"Trzeźwy",NA,NA,NA,NA
107285494,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107285494,"2","1","Kierujący","1961-10-02","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107287120,"1","1","Kierujący","1978-12-09","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107287120,"2","1","Kierujący","1982-07-29","Kobieta","Posiada","16","Wjazd przy czerwonym świetle","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107287986,"1","1","Kierujący","1971-05-06","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107287986,"2","1","Kierujący","1973-04-09","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107288563,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Inne przyczyny","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107288563,"2","1","Kierujący","1984-05-20","Mężczyzna","Posiada","2",NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107289001,"1","1","Kierujący","1982-04-18","Kobieta","Posiada","5",NA,NA,"Trzeźwy",NA,NA,NA,NA
107289001,"2","1","Kierujący","1954-11-28","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Alkoholu",NA,NA,NA,NA
107289088,"1","1","Kierujący","1991-06-30","Mężczyzna","Posiada","6","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107289088,"2","1","Kierujący","1983-01-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107289507,"1","1","Kierujący","1971-02-22","Mężczyzna","Posiada","27","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107289507,"2","1","Kierujący","1983-06-30","Mężczyzna","Posiada","6",NA,NA,"Trzeźwy",NA,NA,NA,NA
107289833,"1","1","Kierujący","1982-10-01","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107292713,"1","1","Kierujący","1990-09-24","Kobieta","Nie wymagane",NA,"Nieprzestrzeganie innych sygnałów","Mandat karny","Trzeźwy",NA,NA,NA,NA
107292713,"2","1","Kierujący","1989-12-30","Mężczyzna","Posiada","10",NA,NA,"Trzeźwy",NA,NA,NA,NA
107293732,"1","1","Kierujący","2000-03-13","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107293732,"2","1","Kierujący","2007-06-28","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107294965,"1","1","Kierujący","1988-07-01","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107295539,"1","1","Kierujący","1952-12-08","Mężczyzna","Posiada","48","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
107295539,"2","1","Kierujący","1976-10-18","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107296888,"1","1","Kierujący","1969-01-24","Mężczyzna","Posiada","2","Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie","Alkoholu",NA,NA,NA,NA
107296888,"2","1","Kierujący","1942-10-30","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107296981,"1","1","Kierujący","1975-03-27","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107296981,"2","1","Kierujący","1988-07-02","Mężczyzna","Posiada","11","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107297247,"1","1","Kierujący","2003-08-02","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107297247,"2","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieprawidłowe: wyprzedzanie","Dochodzenie","Nie badano",NA,NA,NA,NA
107298839,"1","1","Kierujący","1972-09-15","Mężczyzna","Posiada","28","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107298839,"2","1","Kierujący","1996-06-04","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107298849,"1","1","Kierujący","2000-06-14","Mężczyzna","Posiada","0","Nieprawidłowe: wymijanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107298849,"2","1","Kierujący","2001-10-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107299115,"1","1","Kierujący","1974-04-16","Mężczyzna","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107299115,"2","1","Kierujący","1983-02-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107299547,"1","1","Kierujący","1977-03-15","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107299547,"2","1","Kierujący","1977-05-22","Kobieta","Posiada","13","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107300820,"1","1","Kierujący","1983-03-23","Kobieta","Posiada","1","Niedostosowanie prędkości do warunków ruchu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107300820,"2","1","Kierujący","1987-10-21","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107300820,"3","1","Kierujący","1997-08-25","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107300898,"1","1","Kierujący","1957-05-24","Mężczyzna","Nie wymagane",NA,NA,"Dochodzenie","Trzeźwy","Ranny ciężko",NA,NA,NA
107300911,"1","1","Kierujący","1958-09-17","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107300911,"2","1","Kierujący","1975-04-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107300931,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107300931,"2","1","Kierujący","1995-07-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107301862,"1","1","Kierujący","1984-05-27","Mężczyzna","Nie wymagane",NA,"Niedostosowanie prędkości do warunków ruchu","Wniosek o ukaranie","Alkoholu","Ranny lekko",NA,NA,NA
107302058,"1","1","Kierujący","1957-01-26","Mężczyzna","Posiada","36","Nieudzielenie pierwszeństwa przejazdu",NA,"Trzeźwy",NA,NA,NA,NA
107302058,"2","1","Kierujący","1956-08-25","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107302284,"1","1","Kierujący","1998-09-24","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107302284,"2","1","Kierujący","1971-06-29","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107302461,"1","1","Kierujący","1953-07-12","Mężczyzna","Posiada","40","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
107302461,"2","1","Kierujący","1955-03-20","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107303162,"1","1","Kierujący","1982-09-14","Mężczyzna","Nie wymagane",NA,"Nieustąpienie pierwszeństwa pieszemu w innych okolicznościach","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107303395,"1","1","Kierujący","1995-11-24","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107303395,"2","1","Kierujący","1939-05-10","Kobieta","Nie wymagane",NA,"Nieprawidłowe: skręcanie","Pouczenie","Trzeźwy",NA,NA,NA,NA
107305887,"1","1","Kierujący","1962-03-11","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Alkoholu",NA,NA,NA,NA
107305887,"2","1","Kierujący","1977-01-17","Kobieta","Posiada","21",NA,NA,"Trzeźwy",NA,NA,NA,NA
107306188,"1","1","Kierujący","2001-09-14","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107306188,"2","1","Kierujący","1947-05-01","Mężczyzna","Posiada","53","Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA,NA,NA,NA
107306261,"1","1","Kierujący","1995-04-20","Mężczyzna","Posiada","5","Nieprawidłowe: wyprzedzanie","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107306261,"2","1","Kierujący","1959-03-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107312049,"1","1","Kierujący","1993-04-22","Mężczyzna","Posiada","7","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107312049,"2","1","Kierujący","1989-04-30","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107312060,"1","1","Kierujący","1962-05-10","Kobieta","Posiada","41","Niezachowanie bezp. odl. między pojazdami","Mandat karny","Trzeźwy",NA,NA,NA,NA
107312060,"2","1","Kierujący","1985-01-10","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107313007,"1","1","Kierujący","1980-09-23","Kobieta","Posiada","10","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107313007,"2","1","Kierujący","1952-04-21","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107313489,"1","1","Kierujący","1968-08-11","Mężczyzna","Posiada","32","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
107313489,"2","1","Kierujący","1992-04-01","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107315016,"1","1","Kierujący","1979-06-04","Kobieta","Posiada","12","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Nie badano",NA,NA,NA,NA
107315016,"2","1","Kierujący","1948-01-02","Mężczyzna","Nie wymagane",NA,NA,NA,"Nie badano","Ranny ciężko",NA,NA,NA
107315796,"1","1","Kierujący","2002-08-15","Mężczyzna","Nie posiada",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107315796,"2","1","Kierujący","Nieustalona","Nie ustalono","Nie wymagane",NA,"Nieprawidłowe: Zawracanie","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107315875,"1","1","Kierujący","1961-01-08","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Inny sposób zakończenia","Nie badano",NA,NA,NA,NA
107315875,"2","1","Kierujący","2005-01-24","Mężczyzna","Posiada","3","Inne przyczyny","Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107315961,"1","1","Kierujący","1936-08-05","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107315961,"2","1","Kierujący","1962-02-09","Mężczyzna","Posiada","32","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107317574,"1","1","Kierujący","1950-08-17","Mężczyzna","Posiada","38","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107317574,"2","1","Kierujący","2005-02-26","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107317705,"1","1","Kierujący","1993-06-27","Mężczyzna","Posiada","6","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107317705,"2","1","Kierujący","1954-09-23","Kobieta","Posiada","46",NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107319045,"1","1","Kierujący","1999-08-14","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107319045,"2","1","Kierujący","1986-03-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107322012,"1","1","Kierujący","1963-06-02","Mężczyzna","Posiada","22",NA,NA,"Trzeźwy",NA,NA,NA,NA
107322012,"2","1","Kierujący","2010-10-26","Mężczyzna","Nie posiada",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107322186,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,"Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107322186,"2","1","Kierujący","1971-08-31","Kobieta","Posiada","20",NA,NA,"Trzeźwy",NA,NA,NA,NA
107322323,"1","1","Kierujący","2005-02-20","Mężczyzna","Nie wymagane",NA,"Nieustąpienie pierwszeństwa pieszemu na przejściu dla pieszych","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107322388,"1","1","Kierujący","1972-11-26","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: wyprzedzanie","Wniosek o ukaranie","Trzeźwy","Ranny lekko",NA,NA,NA
107322388,"2","1","Kierujący","1981-02-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107326056,"1","1","Kierujący","1945-04-10","Mężczyzna","Posiada","37","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107326056,"2","1","Kierujący","1970-01-31","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107327010,"1","1","Kierujący","1995-02-15","Kobieta","Posiada","1",NA,NA,"Trzeźwy",NA,NA,NA,NA
107327010,"2","1","Kierujący","1956-04-28","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107327204,"1","1","Kierujący","2000-08-25","Mężczyzna","Posiada","1","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107327204,"2","1","Kierujący","1962-04-13","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107327381,"1","1","Kierujący","1961-12-30","Kobieta","Posiada","39","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107327381,"2","1","Kierujący","1999-11-01","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107327646,"1","1","Kierujący","1991-02-20","Kobieta","Posiada","9","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107327646,"2","1","Kierujący","1987-05-14","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107331648,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107331648,"2","1","Kierujący","2002-04-21","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107332022,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107332022,"2","1","Kierujący","1972-01-09","Mężczyzna","Posiada","29","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107332098,"1","1","Kierujący","1982-07-18","Mężczyzna","Posiada","11","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107332098,"2","1","Kierujący","1989-03-25","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107334016,"1","1","Kierujący","1980-03-12","Mężczyzna","Posiada","21",NA,NA,"Trzeźwy",NA,NA,NA,NA
107334016,"2","1","Kierujący","1989-12-03","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Mandat karny","Trzeźwy",NA,NA,NA,NA
107336844,"1","1","Kierujący","1992-08-31","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA,NA,NA,NA
107336844,"2","1","Kierujący","2004-03-15","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Inny organ","Trzeźwy",NA,NA,NA,NA
107339013,"1","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107339013,"2","1","Kierujący","1979-03-29","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107339013,"3","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107339060,"1","1","Kierujący","1953-08-28","Mężczyzna","Posiada","32","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107339060,"2","1","Kierujący","1964-08-02","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107340162,"1","1","Kierujący","2001-07-10","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
107340162,"2","1","Kierujący","1997-08-11","Mężczyzna","Posiada","1","Niedostosowanie prędkości do warunków ruchu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107342951,"1","1","Kierujący","1986-02-10","Mężczyzna","Posiada","14","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107342951,"2","1","Kierujący","1948-05-06","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107343967,"1","1","Kierujący","1993-06-03","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107343967,"2","1","Kierujący","1946-01-20","Mężczyzna","Posiada","13","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107343981,"1","1","Kierujący","1929-01-09","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107343981,"2","1","Kierujący","1987-11-17","Mężczyzna","Posiada","8",NA,NA,"Trzeźwy",NA,NA,NA,NA
107344648,"1","1","Kierujący","1972-05-22","Kobieta","Posiada","15","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Mandat karny","Trzeźwy",NA,NA,NA,NA
107344648,"2","1","Kierujący","1982-06-24","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107345606,"1","1","Kierujący","1964-12-20","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy","Ranny lekko",NA,NA,NA
107345606,"2","1","Kierujący","1979-04-01","Mężczyzna","Posiada","20",NA,NA,"Trzeźwy",NA,NA,NA,NA
107345743,"1","1","Kierujący","2004-08-19","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107345743,"2","1","Kierujący","1979-07-04","Kobieta","Posiada","22","Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107348707,"1","1","Kierujący","1977-06-29","Mężczyzna","Nie wymagane",NA,"Nieprawidłowe: omijanie","Wniosek o ukaranie","Alkoholu",NA,NA,NA,NA
107348747,"1","1","Kierujący","1978-11-05","Kobieta","Posiada","19","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107348747,"2","1","Kierujący","1999-03-25","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107350293,"1","1","Kierujący","1978-07-22","Mężczyzna","Posiada","17","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107350293,"2","1","Kierujący","1940-04-10","Mężczyzna","Posiada","40",NA,NA,"Trzeźwy",NA,NA,NA,NA
107350674,"1","1","Kierujący","2006-09-11","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Pouczenie","Trzeźwy",NA,NA,NA,NA
107350674,"2","1","Kierujący","1976-11-05","Mężczyzna","Posiada","22",NA,NA,"Trzeźwy",NA,NA,NA,NA
107351857,"1","1","Kierujący","1972-08-19","Mężczyzna","Posiada","27",NA,NA,"Trzeźwy",NA,NA,NA,NA
107351857,"2","1","Kierujący","1955-03-01","Mężczyzna","Nie wymagane",NA,"Nieudzielenie pierwszeństwa przejazdu","Wniosek o ukaranie","Trzeźwy","Ranny lekko",NA,NA,NA
107353479,"1","1","Kierujący","1971-02-15","Kobieta","Posiada","27",NA,"Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107353479,"2","1","Kierujący","1986-05-24","Mężczyzna","Nie wymagane",NA,NA,"Inny sposób zakończenia","Trzeźwy",NA,NA,NA,NA
107355386,"1","1","Kierujący","1998-07-22","Kobieta","Posiada","1","Wjazd przy czerwonym świetle","Mandat karny","Trzeźwy",NA,NA,NA,NA
107355386,"2","1","Kierujący","1991-03-07","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107355802,"1","1","Kierujący","1985-02-02","Mężczyzna","Posiada","15","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy",NA,NA,NA,NA
107355802,"2","1","Kierujący","1950-09-08","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107356356,"1","1","Kierujący","1985-06-16","Mężczyzna","Posiada","13",NA,NA,"Trzeźwy",NA,NA,NA,NA
107356356,"2","1","Kierujący","1982-11-13","Kobieta","Posiada","16","Nieudzielenie pierwszeństwa przejazdu","Mandat karny","Trzeźwy","Ranny lekko",NA,NA,NA
107359904,"1","1","Kierujący","1954-08-15","Mężczyzna","Posiada","44","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107359904,"2","1","Kierujący","1997-07-28","Mężczyzna","Posiada","2","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107362164,"1","1","Kierujący","Nieustalona","Nie ustalono",NA,NA,NA,NA,"Nie badano",NA,NA,NA,NA
107362164,"2","1","Kierujący","1997-08-11","Mężczyzna","Nie wymagane",NA,"Niezachowanie bezp. odl. między pojazdami","Pouczenie","Trzeźwy",NA,NA,NA,NA
107362732,"1","1","Kierujący","1980-09-19","Mężczyzna","Posiada","19","Nieudzielenie pierwszeństwa przejazdu","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107362732,"2","1","Kierujący","1994-08-04","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny lekko",NA,NA,NA
107363874,"1","1","Kierujący","1964-01-04","Mężczyzna","Posiada","35","Niezachowanie bezp. odl. między pojazdami","Wniosek o ukaranie","Trzeźwy",NA,NA,NA,NA
107363874,"2","1","Kierujący","1979-06-23","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107365161,"1","1","Kierujący","1947-12-05","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107365161,"2","1","Kierujący","1983-01-06","Kobieta","Posiada","17","Nieudzielenie pierwszeństwa przejazdu","Pouczenie","Trzeźwy",NA,NA,NA,NA
107365287,"1","1","Kierujący","1987-06-29","Kobieta","Nie wymagane",NA,NA,NA,"Trzeźwy",NA,NA,NA,NA
107365287,"2","1","Kierujący","Nieustalona","Mężczyzna",NA,NA,"Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Inny sposób zakończenia","Nie badano",NA,NA,NA,NA
107365496,"1","1","Kierujący","1999-12-17","Mężczyzna","Nie wymagane",NA,"Inne przyczyny","Pouczenie","Trzeźwy",NA,NA,NA,NA
107365496,"2","1","Kierujący","1972-11-10","Mężczyzna","Posiada","28",NA,NA,"Trzeźwy",NA,NA,NA,NA
107366047,"1","1","Kierujący","1970-11-18","Mężczyzna","Posiada","26","Nieprawidłowe przejeżdżanie przejazdu dla rowerzystów","Dochodzenie","Trzeźwy",NA,NA,NA,NA
107366047,"2","1","Kierujący","1984-09-28","Mężczyzna","Nie wymagane",NA,NA,NA,"Trzeźwy","Ranny ciężko",NA,NA,NA
